Ranking,Name,Current Price (USD),1h Volume,24h Volume,7d Volume,Market Cap,Logo,Symbol,Description,Creation Date,Website,Source Code
11,Sui,3.87,-0.71,-4.25,-0.28,12925886198.576265,https://s2.coinmarketcap.com/static/img/coins/64x64/20947.png,SUI,"Sui (SUI) is a cryptocurrency . Sui has a current supply of 10,000,000,000 with 3,338,327,017.9116654 in circulation. The last known price of Sui is 3.85748662 USD and is down -4.93 over the last 24 hours. It is currently trading on 662 active market(s) with $3,576,411,628.87 traded over the last 24 hours. More information can be found at https://sui.io/#.",2022-07-12,https://sui.io/#,https://github.com/MystenLabs
12,Hyperliquid,35.08,1.57,14.58,31.38,11714295003.026867,https://s2.coinmarketcap.com/static/img/coins/64x64/32196.png,HYPE,"Hyperliquid (HYPE) is a cryptocurrency and operates on the Hyperliquid platform. Hyperliquid has a current supply of 999,993,930 with 333,928,180 in circulation. The last known price of Hyperliquid is 34.63882455 USD and is up 13.05 over the last 24 hours. It is currently trading on 79 active market(s) with $488,421,337.60 traded over the last 24 hours. More information can be found at https://hyperliquid.xyz/.",2024-07-15,https://hyperliquid.xyz/,N/A
13,Chainlink,16.91,0.18,3.59,3.45,11109193261.163572,https://s2.coinmarketcap.com/static/img/coins/64x64/1975.png,LINK,"Chainlink (LINK) is a cryptocurrency and operates on the Ethereum platform. Chainlink has a current supply of 1,000,000,000 with 657,099,970.45278671 in circulation. The last known price of Chainlink is 16.84758729 USD and is up 2.72 over the last 24 hours. It is currently trading on 2012 active market(s) with $617,228,254.29 traded over the last 24 hours. More information can be found at https://chain.link/.",2017-09-20,https://chain.link/,https://github.com/smartcontractkit/chainlink
14,Avalanche,25.41,-0.53,6.59,6.11,10697810025.71964,https://s2.coinmarketcap.com/static/img/coins/64x64/5805.png,AVAX,"Avalanche (AVAX) is a cryptocurrency launched in 2020. Avalanche has a current supply of 456,070,383.6582671 with 421,067,683.6582671 in circulation. The last known price of Avalanche is 25.3359884 USD and is up 5.42 over the last 24 hours. It is currently trading on 915 active market(s) with $718,892,713.05 traded over the last 24 hours. More information can be found at https://avax.network/.",2020-07-13,https://avax.network/,https://github.com/ava-labs/avalanchego
15,Stellar,0.30,-0.40,2.44,2.53,9467980580.998852,https://s2.coinmarketcap.com/static/img/coins/64x64/512.png,XLM,"Stellar (XLM) is a cryptocurrency . Stellar has a current supply of 50,001,786,892.81785 with 31,095,161,377.759075 in circulation. The last known price of Stellar is 0.30418247 USD and is up 1.93 over the last 24 hours. It is currently trading on 708 active market(s) with $278,575,341.85 traded over the last 24 hours. More information can be found at https://www.stellar.org.",2014-08-05,https://www.stellar.org,https://github.com/stellar/stellar-core
16,Shiba Inu,0.00,0.02,3.32,3.15,9190848575.422197,https://s2.coinmarketcap.com/static/img/coins/64x64/5994.png,SHIB,"Shiba Inu (SHIB) is a cryptocurrency launched in 2020and operates on the Ethereum platform. Shiba Inu has a current supply of 589,504,168,190,509.27670757 with 589,249,738,948,632.78015197 in circulation. The last known price of Shiba Inu is 0.00001555 USD and is up 2.79 over the last 24 hours. It is currently trading on 967 active market(s) with $396,581,381.18 traded over the last 24 hours. More information can be found at https://shibatoken.com/.",2020-08-01,https://shibatoken.com/,https://github.com/shytoshikusama/
17,Bitcoin Cash,450.00,-0.10,7.99,12.65,8943012005.248072,https://s2.coinmarketcap.com/static/img/coins/64x64/1831.png,BCH,"Bitcoin Cash (BCH) is a cryptocurrency . Users are able to generate BCH through the process of mining. Bitcoin Cash has a current supply of 19,873,446.875. The last known price of Bitcoin Cash is 450.246663 USD and is up 8.18 over the last 24 hours. It is currently trading on 1020 active market(s) with $550,399,150.89 traded over the last 24 hours. More information can be found at http://bch.info.",2017-07-23,http://bch.info,https://gitlab.com/bitcoin-cash-node/
18,Hedera,0.21,-0.44,1.90,2.33,8661285174.504925,https://s2.coinmarketcap.com/static/img/coins/64x64/4642.png,HBAR,"Hedera (HBAR) is a cryptocurrency launched in 2017. Hedera has a current supply of 50,000,000,000 with 42,239,760,468.95313453 in circulation. The last known price of Hedera is 0.20517885 USD and is up 1.59 over the last 24 hours. It is currently trading on 341 active market(s) with $228,006,579.38 traded over the last 24 hours. More information can be found at https://www.hedera.com/.",2019-09-17,https://www.hedera.com/,https://github.com/hashgraph
19,UNUS SED LEO,8.87,0.02,0.03,0.21,8189417984.023609,https://s2.coinmarketcap.com/static/img/coins/64x64/3957.png,LEO,"UNUS SED LEO (LEO) is a cryptocurrency and operates on the Ethereum platform. UNUS SED LEO has a current supply of 985,239,504 with 923,391,169.9 in circulation. The last known price of UNUS SED LEO is 8.8713793 USD and is up 0.04 over the last 24 hours. It is currently trading on 61 active market(s) with $4,773,341.54 traded over the last 24 hours. More information can be found at https://www.bitfinex.com/.",2019-05-21,https://www.bitfinex.com/,N/A
20,Toncoin,3.18,0.23,1.89,2.08,7912743207.260753,https://s2.coinmarketcap.com/static/img/coins/64x64/11419.png,TON,"Toncoin (TON) is a cryptocurrency . Toncoin has a current supply of 5,130,571,926.50309796 with 2,491,089,684.8147263 in circulation. The last known price of Toncoin is 3.16702031 USD and is up 1.34 over the last 24 hours. It is currently trading on 737 active market(s) with $192,176,887.60 traded over the last 24 hours. More information can be found at https://ton.org/.",2021-08-26,https://ton.org/,https://github.com/ton-blockchain
21,Polkadot,4.99,-0.81,3.53,2.50,7891165096.577538,https://s2.coinmarketcap.com/static/img/coins/64x64/6636.png,DOT,"Polkadot (DOT) is a cryptocurrency . Polkadot has a current supply of 1,580,056,387.25256378. The last known price of Polkadot is 4.99004731 USD and is up 2.89 over the last 24 hours. It is currently trading on 911 active market(s) with $281,574,783.77 traded over the last 24 hours. More information can be found at https://polkadot.com.",2020-08-19,https://polkadot.com,https://github.com/paritytech/polkadot-sdk
22,Litecoin,101.29,-0.08,2.51,0.69,7686267805.486107,https://s2.coinmarketcap.com/static/img/coins/64x64/2.png,LTC,"Litecoin (LTC) is a cryptocurrency . Users are able to generate LTC through the process of mining. Litecoin has a current supply of 84,000,000 with 75,883,708.23347135 in circulation. The last known price of Litecoin is 100.7752395 USD and is up 1.85 over the last 24 hours. It is currently trading on 1370 active market(s) with $658,724,845.82 traded over the last 24 hours. More information can be found at https://litecoin.org/.",2013-04-28,https://litecoin.org/,https://github.com/litecoin-project/litecoin
23,Monero,390.31,0.60,-2.40,15.05,7200031839.560512,https://s2.coinmarketcap.com/static/img/coins/64x64/328.png,XMR,"Monero (XMR) is a cryptocurrency . Users are able to generate XMR through the process of mining. Monero has a current supply of 18,446,744.07370955. The last known price of Monero is 391.62314062 USD and is down -1.95 over the last 24 hours. It is currently trading on 318 active market(s) with $165,694,384.31 traded over the last 24 hours. More information can be found at https://www.getmonero.org/.",2014-05-21,https://www.getmonero.org/,https://github.com/monero-project/monero
24,Bitget Token,5.77,1.51,9.06,14.97,6753582836.481653,https://s2.coinmarketcap.com/static/img/coins/64x64/11092.png,BGB,"Bitget Token (BGB) is a cryptocurrency and operates on the Ethereum platform. Bitget Token has a current supply of 1,169,993,089.2. The last known price of Bitget Token is 5.78131121 USD and is up 9.08 over the last 24 hours. It is currently trading on 31 active market(s) with $115,066,983.31 traded over the last 24 hours. More information can be found at https://www.bitget.com/.",2021-07-29,https://www.bitget.com/,N/A
25,Pepe,0.00,-0.60,12.61,16.27,6607121244.792617,https://s2.coinmarketcap.com/static/img/coins/64x64/24478.png,PEPE,"Pepe (PEPE) is a cryptocurrency launched in 2023and operates on the Ethereum platform. Pepe has a current supply of 420,689,899,653,543.53949133. The last known price of Pepe is 0.00001562 USD and is up 11.46 over the last 24 hours. It is currently trading on 575 active market(s) with $2,426,662,012.68 traded over the last 24 hours. More information can be found at https://www.pepe.vip/.",2023-04-17,https://www.pepe.vip/,N/A
26,Pi,0.81,0.47,-1.62,-5.51,5863028036.1445,https://s2.coinmarketcap.com/static/img/coins/64x64/35697.png,PI,"Pi (PI) is a cryptocurrency launched in 2019. Pi has a current supply of 100,000,000,000 with 7,229,367,779.659645 in circulation. The last known price of Pi is 0.80717227 USD and is down -3.02 over the last 24 hours. It is currently trading on 54 active market(s) with $198,603,872.26 traded over the last 24 hours. More information can be found at https://minepi.com.",2025-02-11,https://minepi.com,https://github.com/orgs/pi-apps/
27,Dai,1.00,-0.00,-0.00,-0.01,5364250717.646859,https://s2.coinmarketcap.com/static/img/coins/64x64/4943.png,DAI,"Dai (DAI) is a cryptocurrency and operates on the Ethereum platform. Dai has a current supply of 5,365,382,702.664872. The last known price of Dai is 0.99984929 USD and is down -0.01 over the last 24 hours. It is currently trading on 3518 active market(s) with $20,480,025,393.43 traded over the last 24 hours. More information can be found at https://makerdao.com/.",2019-11-22,https://makerdao.com/,N/A
28,Ethena USDe,1.00,-0.01,-0.04,-0.02,5114609499.02826,https://s2.coinmarketcap.com/static/img/coins/64x64/29470.png,USDe,"Ethena USDe (USDe) is a cryptocurrency and operates on the Ethereum platform. Ethena USDe has a current supply of 5,113,925,723.16889805. The last known price of Ethena USDe is 1.00013713 USD and is down -0.04 over the last 24 hours. It is currently trading on 153 active market(s) with $113,494,270.35 traded over the last 24 hours. More information can be found at https://www.ethena.fi/.",2024-02-20,https://www.ethena.fi/,https://github.com/ethena-labs
29,Uniswap,6.57,-0.34,2.65,3.24,4132164934.043996,https://s2.coinmarketcap.com/static/img/coins/64x64/7083.png,UNI,"Uniswap (UNI) is a cryptocurrency launched in 2020and operates on the Ethereum platform. Uniswap has a current supply of 1,000,000,000 with 628,688,836.71 in circulation. The last known price of Uniswap is 6.56344508 USD and is up 2.40 over the last 24 hours. It is currently trading on 1237 active market(s) with $430,365,388.97 traded over the last 24 hours. More information can be found at https://uniswap.org/blog/uni/.",2020-09-17,https://uniswap.org/blog/uni/,N/A
30,Bittensor,466.05,-0.33,0.21,5.87,4064316512.514776,https://s2.coinmarketcap.com/static/img/coins/64x64/22974.png,TAO,"Bittensor (TAO) is a cryptocurrency launched in 2021. Bittensor has a current supply of 8,720,726. The last known price of Bittensor is 465.55934864 USD and is down -0.63 over the last 24 hours. It is currently trading on 152 active market(s) with $158,220,971.20 traded over the last 24 hours. More information can be found at https://bittensor.com.",2023-03-06,https://bittensor.com,https://github.com/opentensor/BitTensor
31,Aave,258.41,-0.04,2.33,9.60,3911836230.2794957,https://s2.coinmarketcap.com/static/img/coins/64x64/7278.png,AAVE,"Aave (AAVE) is a cryptocurrency and operates on the Ethereum platform. Aave has a current supply of 16,000,000 with 15,138,025.67549422 in circulation. The last known price of Aave is 257.1117655 USD and is up 1.22 over the last 24 hours. It is currently trading on 1082 active market(s) with $484,303,418.50 traded over the last 24 hours. More information can be found at https://aave.com/.",2020-10-02,https://aave.com/,https://github.com/aave
32,NEAR Protocol,3.08,-1.02,5.37,5.13,3750774788.3773255,https://s2.coinmarketcap.com/static/img/coins/64x64/6535.png,NEAR,"NEAR Protocol (NEAR) is a cryptocurrency launched in 2020. NEAR Protocol has a current supply of 1,251,527,273 with 1,218,012,961 in circulation. The last known price of NEAR Protocol is 3.07054772 USD and is up 4.34 over the last 24 hours. It is currently trading on 518 active market(s) with $287,102,712.33 traded over the last 24 hours. More information can be found at https://near.org/.",2020-08-11,https://near.org/,https://github.com/near
33,Aptos,5.89,-0.39,9.50,8.95,3727019281.365859,https://s2.coinmarketcap.com/static/img/coins/64x64/21794.png,APT,"Aptos (APT) is a cryptocurrency launched in 2022. Aptos has a current supply of 1,152,292,744.751438 with 632,896,017.8416204 in circulation. The last known price of Aptos is 5.88049455 USD and is up 9.19 over the last 24 hours. It is currently trading on 508 active market(s) with $251,472,086.66 traded over the last 24 hours. More information can be found at https://aptosfoundation.org.",2022-10-19,https://aptosfoundation.org,https://github.com/aptos-labs
34,Ondo,1.02,-0.27,2.18,3.29,3235144206.922081,https://s2.coinmarketcap.com/static/img/coins/64x64/21159.png,ONDO,"Ondo (ONDO) is a cryptocurrency launched in 2021and operates on the Ethereum platform. Ondo has a current supply of 10,000,000,000 with 3,159,107,529 in circulation. The last known price of Ondo is 1.02222092 USD and is up 2.03 over the last 24 hours. It is currently trading on 311 active market(s) with $244,876,748.01 traded over the last 24 hours. More information can be found at https://ondo.foundation/.",2024-01-18,https://ondo.foundation/,https://github.com/ondoprotocol
35,OKB,53.00,0.15,-0.41,-1.28,3179849402.7179265,https://s2.coinmarketcap.com/static/img/coins/64x64/3897.png,OKB,"OKB (OKB) is a cryptocurrency and operates on the Ethereum platform. OKB has a current supply of 300,000,000 with 60,000,000 in circulation. The last known price of OKB is 52.99938547 USD and is down -0.53 over the last 24 hours. It is currently trading on 141 active market(s) with $7,709,526.44 traded over the last 24 hours. More information can be found at https://www.okx.com/.",2019-04-30,https://www.okx.com/,N/A
36,Kaspa,0.12,-0.17,2.28,-2.01,3050971279.939374,https://s2.coinmarketcap.com/static/img/coins/64x64/20396.png,KAS,"Kaspa (KAS) is a cryptocurrency launched in 2021. Users are able to generate KAS through the process of mining. Kaspa has a current supply of 26,209,136,708.182793. The last known price of Kaspa is 0.1160565 USD and is up 1.51 over the last 24 hours. It is currently trading on 182 active market(s) with $94,268,444.39 traded over the last 24 hours. More information can be found at https://www.kaspa.org.",2022-06-01,https://www.kaspa.org,https://github.com/kaspanet/rusty-kaspa
37,Internet Computer,5.71,0.02,4.55,3.46,3046343321.81271,https://s2.coinmarketcap.com/static/img/coins/64x64/8916.png,ICP,"Internet Computer (ICP) is a cryptocurrency launched in 2021. Internet Computer has a current supply of 533,548,053.0081836. The last known price of Internet Computer is 5.69517098 USD and is up 3.48 over the last 24 hours. It is currently trading on 333 active market(s) with $76,852,414.61 traded over the last 24 hours. More information can be found at https://internetcomputer.org/.",2021-03-23,https://internetcomputer.org/,https://github.com/dfinity/ic
38,Ethereum Classic,19.71,-0.18,1.78,2.34,2996928159.5909567,https://s2.coinmarketcap.com/static/img/coins/64x64/1321.png,ETC,"Ethereum Classic (ETC) is a cryptocurrency launched in 2015. Users are able to generate ETC through the process of mining. Ethereum Classic has a current supply of 210,700,000 with 152,022,317.28370163 in circulation. The last known price of Ethereum Classic is 19.6759849 USD and is up 1.17 over the last 24 hours. It is currently trading on 627 active market(s) with $142,576,696.61 traded over the last 24 hours. More information can be found at https://ethereumclassic.org/.",2016-07-24,https://ethereumclassic.org/,https://github.com/ethereumclassic/ethereumclassic.github.io
39,OFFICIAL TRUMP,14.24,-0.15,-1.34,10.04,2848229034.613094,https://s2.coinmarketcap.com/static/img/coins/64x64/35336.png,TRUMP,"OFFICIAL TRUMP (TRUMP) is a cryptocurrency and operates on the Solana platform. OFFICIAL TRUMP has a current supply of 999,999,404.769008 with 199,999,380.605002 in circulation. The last known price of OFFICIAL TRUMP is 14.21031396 USD and is down -1.94 over the last 24 hours. It is currently trading on 583 active market(s) with $2,535,637,777.99 traded over the last 24 hours. More information can be found at https://gettrumpmemes.com/.",2025-01-18,https://gettrumpmemes.com/,N/A
40,Render,5.23,-0.40,6.23,6.53,2706320414.9856997,https://s2.coinmarketcap.com/static/img/coins/64x64/5690.png,RENDER,"Render (RENDER) is a cryptocurrency launched in 2019and operates on the Ethereum platform. Render has a current supply of 532,476,763.33628262 with 517,716,590.05628262 in circulation. The last known price of Render is 5.20533376 USD and is up 4.98 over the last 24 hours. It is currently trading on 562 active market(s) with $103,849,277.37 traded over the last 24 hours. More information can be found at https://rendernetwork.com/.",2020-06-11,https://rendernetwork.com/,N/A
41,GateToken,21.98,0.24,0.58,1.11,2701932382.625386,https://s2.coinmarketcap.com/static/img/coins/64x64/4269.png,GT,"GateToken (GT) is a cryptocurrency launched in 2019and operates on the Ethereum platform. GateToken has a current supply of 133,600,000 with 122,910,588 in circulation. The last known price of GateToken is 21.9460046 USD and is up 0.18 over the last 24 hours. It is currently trading on 36 active market(s) with $12,930,344.96 traded over the last 24 hours. More information can be found at https://gatechain.io/.",2019-08-20,https://gatechain.io/,https://github.com/gatechain
42,Cronos,0.10,-0.25,1.54,-0.86,2666576558.146124,https://s2.coinmarketcap.com/static/img/coins/64x64/3635.png,CRO,"Cronos (CRO) is a cryptocurrency . Cronos has a current supply of 97,543,210,869 with 26,571,560,696 in circulation. The last known price of Cronos is 0.10028935 USD and is up 1.20 over the last 24 hours. It is currently trading on 283 active market(s) with $27,774,196.70 traded over the last 24 hours. More information can be found at https://cronos.org/.",2018-12-14,https://cronos.org/,https://github.com/crypto-org-chain/
43,VeChain,0.03,-0.09,2.86,4.11,2645012734.4626117,https://s2.coinmarketcap.com/static/img/coins/64x64/3077.png,VET,"VeChain (VET) is a cryptocurrency . VeChain has a current supply of 85,985,041,177. The last known price of VeChain is 0.03065814 USD and is up 1.84 over the last 24 hours. It is currently trading on 342 active market(s) with $54,599,927.15 traded over the last 24 hours. More information can be found at https://www.vechain.org/.",2017-08-22,https://www.vechain.org/,https://github.com/vechain
44,POL (prev. MATIC),0.25,-0.19,1.61,4.52,2634982068.9944143,https://s2.coinmarketcap.com/static/img/coins/64x64/28321.png,POL,"POL (prev. MATIC) (POL) is a cryptocurrency and operates on the Ethereum platform. POL (prev. MATIC) has a current supply of 10,427,091,747.03402263. The last known price of POL (prev. MATIC) is 0.25216957 USD and is up 1.29 over the last 24 hours. It is currently trading on 534 active market(s) with $128,648,379.09 traded over the last 24 hours. More information can be found at https://polygon.technology/.",2023-10-30,https://polygon.technology/,https://github.com/maticnetwork/contracts
45,Mantle,0.77,0.11,2.45,2.40,2584932766.8182325,https://s2.coinmarketcap.com/static/img/coins/64x64/27075.png,MNT,"Mantle (MNT) is a cryptocurrency launched in 2021and operates on the Ethereum platform. Mantle has a current supply of 6,219,316,794.99 with 3,364,694,382.8368406 in circulation. The last known price of Mantle is 0.76618636 USD and is up 2.07 over the last 24 hours. It is currently trading on 135 active market(s) with $271,823,244.54 traded over the last 24 hours. More information can be found at https://group.mantle.xyz/.",2023-07-17,https://group.mantle.xyz/,https://github.com/mantlenetworkio
46,Ethena,0.42,-3.87,3.72,11.88,2463119139.240358,https://s2.coinmarketcap.com/static/img/coins/64x64/30171.png,ENA,"Ethena (ENA) is a cryptocurrency and operates on the Ethereum platform. Ethena has a current supply of 15,000,000,000 with 5,820,312,500 in circulation. The last known price of Ethena is 0.42196826 USD and is up 2.42 over the last 24 hours. It is currently trading on 283 active market(s) with $368,032,715.61 traded over the last 24 hours. More information can be found at https://www.ethena.fi/.",2024-03-29,https://www.ethena.fi/,https://github.com/ethena-labs
47,Worldcoin,1.56,1.13,25.15,32.94,2366484104.2564735,https://s2.coinmarketcap.com/static/img/coins/64x64/13502.png,WLD,"Worldcoin (WLD) is a cryptocurrency launched in 2023and operates on the Ethereum platform. Worldcoin has a current supply of 10,000,000,000 with 1,516,229,919.95295 in circulation. The last known price of Worldcoin is 1.54337449 USD and is up 22.45 over the last 24 hours. It is currently trading on 429 active market(s) with $1,088,893,365.48 traded over the last 24 hours. More information can be found at https://worldcoin.org/.",2021-10-28,https://worldcoin.org/,https://github.com/worldcoin
48,Artificial Superintelligence Alliance,0.92,-2.16,11.97,15.30,2194931071.119021,https://s2.coinmarketcap.com/static/img/coins/64x64/3773.png,FET,"Artificial Superintelligence Alliance (FET) is a cryptocurrency launched in 2018. Artificial Superintelligence Alliance has a current supply of 2,714,493,896.672 with 2,395,029,315.12950202 in circulation. The last known price of Artificial Superintelligence Alliance is 0.9195156 USD and is up 11.89 over the last 24 hours. It is currently trading on 468 active market(s) with $279,156,748.06 traded over the last 24 hours. More information can be found at https://superintelligence.io/.",2019-03-02,https://superintelligence.io/,https://github.com/fetchai
49,World Liberty Financial USD,1.00,-0.01,-0.15,-0.03,2150998191.371265,https://s2.coinmarketcap.com/static/img/coins/64x64/36148.png,USD1,"World Liberty Financial USD (USD1) is a cryptocurrency and operates on the Ethereum platform. World Liberty Financial USD has a current supply of 2,151,590,831. The last known price of World Liberty Financial USD is 0.99977517 USD and is down -0.14 over the last 24 hours. It is currently trading on 48 active market(s) with $1,136,473,984.56 traded over the last 24 hours. More information can be found at https://www.worldlibertyfinancial.com/.",2025-04-13,https://www.worldlibertyfinancial.com/,https://github.com/worldliberty/usd1-smart-contracts
50,Arbitrum,0.43,-0.07,2.80,5.95,2111057368.9033742,https://s2.coinmarketcap.com/static/img/coins/64x64/11841.png,ARB,"Arbitrum (ARB) is a cryptocurrency launched in 2023and operates on the Arbitrum platform. Arbitrum has a current supply of 10,000,000,000 with 4,861,797,072 in circulation. The last known price of Arbitrum is 0.4323563 USD and is up 1.89 over the last 24 hours. It is currently trading on 1146 active market(s) with $301,277,542.42 traded over the last 24 hours. More information can be found at https://arbitrum.foundation.",2023-03-23,https://arbitrum.foundation,N/A
