Ranking,Name,Current Price (USD),1h Volume,24h Volume,7d Volume,Market Cap,Logo,Symbol,Description,Creation Date,Website,Source Code
13,Avalanche,22.10,0.91,0.52,-9.94,9300843818.960308,https://s2.coinmarketcap.com/static/img/coins/64x64/5805.png,AVAX,"Avalanche (AVAX) is a cryptocurrency launched in 2020. Avalanche has a current supply of 455,746,501.42871964 with 420,743,801.42871964 in circulation. The last known price of Avalanche is 22.01055171 USD and is up 0.17 over the last 24 hours. It is currently trading on 913 active market(s) with $330,919,659.28 traded over the last 24 hours. More information can be found at https://avax.network/.",2020-07-13,https://avax.network/,https://github.com/ava-labs/avalanchego
14,Stellar,0.28,0.58,-0.23,-7.13,8769977603.3509,https://s2.coinmarketcap.com/static/img/coins/64x64/512.png,XLM,"Stellar (XLM) is a cryptocurrency . Stellar has a current supply of 50,001,786,892.81785 with 31,057,266,041.15511 in circulation. The last known price of Stellar is 0.28122784 USD and is down -0.50 over the last 24 hours. It is currently trading on 707 active market(s) with $191,255,903.97 traded over the last 24 hours. More information can be found at https://www.stellar.org.",2014-08-05,https://www.stellar.org,https://github.com/stellar/stellar-core
15,Hyperliquid,25.93,1.28,0.58,4.44,8658363615.45158,https://s2.coinmarketcap.com/static/img/coins/64x64/32196.png,HYPE,"Hyperliquid (HYPE) is a cryptocurrency and operates on the Hyperliquid platform. Hyperliquid has a current supply of 999,993,930 with 333,928,180 in circulation. The last known price of Hyperliquid is 25.79293028 USD and is up 0.65 over the last 24 hours. It is currently trading on 77 active market(s) with $134,697,992.77 traded over the last 24 hours. More information can be found at https://hyperliquid.xyz/.",2024-07-15,https://hyperliquid.xyz/,N/A
16,Shiba Inu,0.00,0.76,-0.00,-7.73,8416315052.149774,https://s2.coinmarketcap.com/static/img/coins/64x64/5994.png,SHIB,"Shiba Inu (SHIB) is a cryptocurrency and operates on the Ethereum platform. Shiba Inu has a current supply of 589,504,183,801,843.96227383 with 589,249,745,910,799.70441823 in circulation. The last known price of Shiba Inu is 0.00001421 USD and is down -0.53 over the last 24 hours. It is currently trading on 966 active market(s) with $186,162,110.24 traded over the last 24 hours. More information can be found at https://shibatoken.com/.",2020-08-01,https://shibatoken.com/,N/A
17,Hedera,0.19,0.86,1.94,-6.54,8168471736.423599,https://s2.coinmarketcap.com/static/img/coins/64x64/4642.png,HBAR,"Hedera (HBAR) is a cryptocurrency launched in 2017. Hedera has a current supply of 50,000,000,000 with 42,239,760,473.88375622 in circulation. The last known price of Hedera is 0.19256234 USD and is up 1.53 over the last 24 hours. It is currently trading on 340 active market(s) with $149,704,344.43 traded over the last 24 hours. More information can be found at https://www.hedera.com/.",2019-09-17,https://www.hedera.com/,https://github.com/hashgraph
18,UNUS SED LEO,8.76,0.55,2.00,1.53,8085374084.999173,https://s2.coinmarketcap.com/static/img/coins/64x64/3957.png,LEO,"UNUS SED LEO (LEO) is a cryptocurrency and operates on the Ethereum platform. UNUS SED LEO has a current supply of 985,239,504 with 923,416,310.9 in circulation. The last known price of UNUS SED LEO is 8.74471445 USD and is up 1.76 over the last 24 hours. It is currently trading on 60 active market(s) with $2,158,892.79 traded over the last 24 hours. More information can be found at https://www.bitfinex.com/.",2019-05-21,https://www.bitfinex.com/,N/A
19,Bitcoin Cash,386.36,0.01,-0.17,-3.61,7677892824.953778,https://s2.coinmarketcap.com/static/img/coins/64x64/1831.png,BCH,"Bitcoin Cash (BCH) is a cryptocurrency . Users are able to generate BCH through the process of mining. Bitcoin Cash has a current supply of 19,872,125. The last known price of Bitcoin Cash is 384.7100678 USD and is down -0.54 over the last 24 hours. It is currently trading on 1019 active market(s) with $222,295,686.71 traded over the last 24 hours. More information can be found at http://bch.info.",2017-07-23,http://bch.info,https://gitlab.com/bitcoin-cash-node/
20,Toncoin,3.04,-0.29,3.11,-6.68,7572289653.34766,https://s2.coinmarketcap.com/static/img/coins/64x64/11419.png,TON,"Toncoin (TON) is a cryptocurrency . Toncoin has a current supply of 5,130,334,757.11196706 with 2,490,853,763.59976727 in circulation. The last known price of Toncoin is 3.02424503 USD and is up 2.87 over the last 24 hours. It is currently trading on 733 active market(s) with $143,777,886.13 traded over the last 24 hours. More information can be found at https://ton.org/.",2021-08-26,https://ton.org/,https://github.com/ton-blockchain
21,Polkadot,4.57,0.87,0.26,-8.38,7212771151.653936,https://s2.coinmarketcap.com/static/img/coins/64x64/6636.png,DOT,"Polkadot (DOT) is a cryptocurrency . Polkadot has a current supply of 1,579,100,699.80611156. The last known price of Polkadot is 4.54343742 USD and is down -0.14 over the last 24 hours. It is currently trading on 910 active market(s) with $179,619,600.62 traded over the last 24 hours. More information can be found at https://polkadot.com.",2020-08-19,https://polkadot.com,https://github.com/paritytech/polkadot-sdk
22,Litecoin,93.65,0.82,-3.18,-6.44,7105555928.3495035,https://s2.coinmarketcap.com/static/img/coins/64x64/2.png,LTC,"Litecoin (LTC) is a cryptocurrency . Users are able to generate LTC through the process of mining. Litecoin has a current supply of 84,000,000 with 75,874,476.98347135 in circulation. The last known price of Litecoin is 93.36978646 USD and is down -3.41 over the last 24 hours. It is currently trading on 1369 active market(s) with $647,086,179.98 traded over the last 24 hours. More information can be found at https://litecoin.org/.",2013-04-28,https://litecoin.org/,https://github.com/litecoin-project/litecoin
23,Monero,347.07,-0.11,0.76,2.60,6402338305.544378,https://s2.coinmarketcap.com/static/img/coins/64x64/328.png,XMR,"Monero (XMR) is a cryptocurrency . Users are able to generate XMR through the process of mining. Monero has a current supply of 18,446,744.07370955. The last known price of Monero is 346.79215167 USD and is up 0.43 over the last 24 hours. It is currently trading on 317 active market(s) with $95,274,562.80 traded over the last 24 hours. More information can be found at https://www.getmonero.org/.",2014-05-21,https://www.getmonero.org/,https://github.com/monero-project/monero
24,Bitget Token,5.10,0.35,-0.80,7.91,5968196773.7739935,https://s2.coinmarketcap.com/static/img/coins/64x64/11092.png,BGB,"Bitget Token (BGB) is a cryptocurrency and operates on the Ethereum platform. Bitget Token has a current supply of 1,169,993,089.2. The last known price of Bitget Token is 5.08528749 USD and is down -0.99 over the last 24 hours. It is currently trading on 31 active market(s) with $70,034,682.78 traded over the last 24 hours. More information can be found at https://www.bitget.com/.",2021-07-29,https://www.bitget.com/,N/A
25,Pepe,0.00,0.90,-1.81,-6.89,5379471459.309852,https://s2.coinmarketcap.com/static/img/coins/64x64/24478.png,PEPE,"Pepe (PEPE) is a cryptocurrency launched in 2023and operates on the Ethereum platform. Pepe has a current supply of 420,689,899,653,543.53949133. The last known price of Pepe is 0.00001272 USD and is down -1.49 over the last 24 hours. It is currently trading on 573 active market(s) with $1,277,100,887.73 traded over the last 24 hours. More information can be found at https://www.pepe.vip/.",2023-04-17,https://www.pepe.vip/,N/A
26,Dai,1.00,-0.00,-0.02,-0.02,5364590748.521903,https://s2.coinmarketcap.com/static/img/coins/64x64/4943.png,DAI,"Dai (DAI) is a cryptocurrency and operates on the Ethereum platform. Dai has a current supply of 5,365,382,702.664872. The last known price of Dai is 0.99984115 USD and is down -0.01 over the last 24 hours. It is currently trading on 3517 active market(s) with $17,241,938,686.48 traded over the last 24 hours. More information can be found at https://makerdao.com/.",2019-11-22,https://makerdao.com/,N/A
27,Pi,0.74,1.16,2.84,-33.07,5326614946.911405,https://s2.coinmarketcap.com/static/img/coins/64x64/35697.png,PI,"Pi (PI) is a cryptocurrency launched in 2019. Pi has a current supply of 100,000,000,000 with 7,193,097,272.373737 in circulation. The last known price of Pi is 0.7385978 USD and is up 2.96 over the last 24 hours. It is currently trading on 54 active market(s) with $145,126,753.25 traded over the last 24 hours. More information can be found at https://minepi.com.",2025-02-11,https://minepi.com,https://github.com/orgs/pi-apps/
28,Ethena USDe,1.00,0.01,-0.02,-0.02,4986843243.957735,https://s2.coinmarketcap.com/static/img/coins/64x64/29470.png,USDe,"Ethena USDe (USDe) is a cryptocurrency and operates on the Ethereum platform. Ethena USDe has a current supply of 4,985,082,559.41914099. The last known price of Ethena USDe is 1.00045303 USD and is down -0.01 over the last 24 hours. It is currently trading on 152 active market(s) with $122,762,616.19 traded over the last 24 hours. More information can be found at https://www.ethena.fi/.",2024-02-20,https://www.ethena.fi/,https://github.com/ethena-labs
29,Aave,261.88,0.48,15.76,18.78,3958993377.08579,https://s2.coinmarketcap.com/static/img/coins/64x64/7278.png,AAVE,"Aave (AAVE) is a cryptocurrency and operates on the Ethereum platform. Aave has a current supply of 16,000,000 with 15,117,768.16727958 in circulation. The last known price of Aave is 260.4134165 USD and is up 15.49 over the last 24 hours. It is currently trading on 1080 active market(s) with $837,850,087.55 traded over the last 24 hours. More information can be found at https://aave.com/.",2020-10-02,https://aave.com/,https://github.com/aave
30,Bittensor,415.45,0.39,3.12,-7.76,3673902925.73079,https://s2.coinmarketcap.com/static/img/coins/64x64/22974.png,TAO,"Bittensor (TAO) is a cryptocurrency launched in 2021. Bittensor has a current supply of 8,843,172. The last known price of Bittensor is 413.76636917 USD and is up 2.83 over the last 24 hours. It is currently trading on 151 active market(s) with $133,224,947.72 traded over the last 24 hours. More information can be found at https://bittensor.com.",2023-03-06,https://bittensor.com,https://github.com/opentensor/BitTensor
31,Uniswap,5.79,0.70,-0.77,-14.20,3639483807.3388615,https://s2.coinmarketcap.com/static/img/coins/64x64/7083.png,UNI,"Uniswap (UNI) is a cryptocurrency launched in 2020and operates on the Ethereum platform. Uniswap has a current supply of 1,000,000,000 with 628,688,836.71 in circulation. The last known price of Uniswap is 5.76766828 USD and is down -0.75 over the last 24 hours. It is currently trading on 1235 active market(s) with $276,752,860.86 traded over the last 24 hours. More information can be found at https://uniswap.org/blog/uni/.",2020-09-17,https://uniswap.org/blog/uni/,N/A
32,NEAR Protocol,2.73,0.91,-0.24,-11.76,3319825100.8718324,https://s2.coinmarketcap.com/static/img/coins/64x64/6535.png,NEAR,"NEAR Protocol (NEAR) is a cryptocurrency launched in 2020. NEAR Protocol has a current supply of 1,251,110,598 with 1,217,632,140 in circulation. The last known price of NEAR Protocol is 2.71451883 USD and is down -0.54 over the last 24 hours. It is currently trading on 516 active market(s) with $205,959,113.32 traded over the last 24 hours. More information can be found at https://near.org/.",2020-08-11,https://near.org/,https://github.com/near
33,Aptos,5.07,0.23,-0.59,-11.68,3200380390.167822,https://s2.coinmarketcap.com/static/img/coins/64x64/21794.png,APT,"Aptos (APT) is a cryptocurrency launched in 2022. Aptos has a current supply of 1,151,187,212.778187 with 631,790,485.8660605 in circulation. The last known price of Aptos is 5.04967612 USD and is down -0.81 over the last 24 hours. It is currently trading on 507 active market(s) with $122,835,284.02 traded over the last 24 hours. More information can be found at https://aptosfoundation.org.",2022-10-19,https://aptosfoundation.org,https://github.com/aptos-labs
34,OKB,51.71,0.13,-0.57,-4.53,3102483012.9077344,https://s2.coinmarketcap.com/static/img/coins/64x64/3897.png,OKB,"OKB (OKB) is a cryptocurrency and operates on the Ethereum platform. OKB has a current supply of 300,000,000 with 60,000,000 in circulation. The last known price of OKB is 51.65105136 USD and is down -0.56 over the last 24 hours. It is currently trading on 140 active market(s) with $5,382,894.41 traded over the last 24 hours. More information can be found at https://www.okx.com/.",2019-04-30,https://www.okx.com/,N/A
35,Ondo,0.93,1.11,1.49,-7.14,2931888481.2605376,https://s2.coinmarketcap.com/static/img/coins/64x64/21159.png,ONDO,"Ondo (ONDO) is a cryptocurrency launched in 2021and operates on the Ethereum platform. Ondo has a current supply of 10,000,000,000 with 3,159,107,529 in circulation. The last known price of Ondo is 0.92363513 USD and is up 1.17 over the last 24 hours. It is currently trading on 310 active market(s) with $158,804,513.32 traded over the last 24 hours. More information can be found at https://ondo.foundation/.",2024-01-18,https://ondo.foundation/,https://github.com/ondoprotocol
36,Kaspa,0.11,0.34,-0.62,-10.74,2788076952.7203293,https://s2.coinmarketcap.com/static/img/coins/64x64/20396.png,KAS,"Kaspa (KAS) is a cryptocurrency launched in 2021. Users are able to generate KAS through the process of mining. Kaspa has a current supply of 26,196,663,286.780025. The last known price of Kaspa is 0.10601213 USD and is down -0.74 over the last 24 hours. It is currently trading on 181 active market(s) with $92,235,798.74 traded over the last 24 hours. More information can be found at https://www.kaspa.org.",2022-06-01,https://www.kaspa.org,https://github.com/kaspanet/rusty-kaspa
37,Ethereum Classic,18.10,0.43,0.07,-7.90,2750557064.0444045,https://s2.coinmarketcap.com/static/img/coins/64x64/1321.png,ETC,"Ethereum Classic (ETC) is a cryptocurrency launched in 2015. Users are able to generate ETC through the process of mining. Ethereum Classic has a current supply of 210,700,000 with 151,988,094.64054945 in circulation. The last known price of Ethereum Classic is 18.02234071 USD and is down -0.16 over the last 24 hours. It is currently trading on 626 active market(s) with $139,258,543.55 traded over the last 24 hours. More information can be found at https://ethereumclassic.org/.",2016-07-24,https://ethereumclassic.org/,https://github.com/ethereumclassic/ethereumclassic.github.io
38,Internet Computer,5.12,0.26,-0.28,-8.65,2730264156.6098804,https://s2.coinmarketcap.com/static/img/coins/64x64/8916.png,ICP,"Internet Computer (ICP) is a cryptocurrency launched in 2021. Internet Computer has a current supply of 533,498,826.33772063 with 533,498,837.57497447 in circulation. The last known price of Internet Computer is 5.09455451 USD and is down -0.55 over the last 24 hours. It is currently trading on 332 active market(s) with $55,491,002.80 traded over the last 24 hours. More information can be found at https://internetcomputer.org/.",2021-03-23,https://internetcomputer.org/,https://github.com/dfinity/ic
39,OFFICIAL TRUMP,13.27,1.52,4.29,5.19,2654799028.184544,https://s2.coinmarketcap.com/static/img/coins/64x64/35336.png,TRUMP,"OFFICIAL TRUMP (TRUMP) is a cryptocurrency and operates on the Solana platform. OFFICIAL TRUMP has a current supply of 999,999,405.928833 with 199,999,381.764827 in circulation. The last known price of OFFICIAL TRUMP is 13.21223135 USD and is up 3.89 over the last 24 hours. It is currently trading on 580 active market(s) with $851,508,015.61 traded over the last 24 hours. More information can be found at https://gettrumpmemes.com/.",2025-01-18,https://gettrumpmemes.com/,N/A
40,GateToken,21.30,-0.04,-0.36,-1.97,2618026348.5991836,https://s2.coinmarketcap.com/static/img/coins/64x64/4269.png,GT,"GateToken (GT) is a cryptocurrency launched in 2019and operates on the Ethereum platform. GateToken has a current supply of 133,600,000 with 122,910,588 in circulation. The last known price of GateToken is 21.31438435 USD and is down -0.11 over the last 24 hours. It is currently trading on 34 active market(s) with $7,913,002.18 traded over the last 24 hours. More information can be found at https://gatechain.io/.",2019-08-20,https://gatechain.io/,https://github.com/gatechain
41,Cronos,0.10,0.47,1.55,-6.20,2542233630.2969894,https://s2.coinmarketcap.com/static/img/coins/64x64/3635.png,CRO,"Cronos (CRO) is a cryptocurrency . Cronos has a current supply of 97,543,210,869 with 26,571,560,696 in circulation. The last known price of Cronos is 0.09514782 USD and is up 1.05 over the last 24 hours. It is currently trading on 282 active market(s) with $20,705,360.91 traded over the last 24 hours. More information can be found at https://cronos.org/.",2018-12-14,https://cronos.org/,https://github.com/crypto-org-chain/
42,Mantle,0.74,0.51,1.64,-5.94,2497321211.988783,https://s2.coinmarketcap.com/static/img/coins/64x64/27075.png,MNT,"Mantle (MNT) is a cryptocurrency launched in 2021and operates on the Ethereum platform. Mantle has a current supply of 6,219,316,794.99 with 3,364,694,382.8368406 in circulation. The last known price of Mantle is 0.74182031 USD and is up 1.58 over the last 24 hours. It is currently trading on 135 active market(s) with $219,208,220.15 traded over the last 24 hours. More information can be found at https://group.mantle.xyz/.",2023-07-17,https://group.mantle.xyz/,https://github.com/mantlenetworkio
43,POL (prev. MATIC),0.23,0.95,-0.82,-7.27,2399061717.646324,https://s2.coinmarketcap.com/static/img/coins/64x64/28321.png,POL,"POL (prev. MATIC) (POL) is a cryptocurrency and operates on the Ethereum platform. POL (prev. MATIC) has a current supply of 10,427,091,747.03402263. The last known price of POL (prev. MATIC) is 0.22906157 USD and is down -1.21 over the last 24 hours. It is currently trading on 533 active market(s) with $111,888,554.45 traded over the last 24 hours. More information can be found at https://polygon.technology/.",2023-10-30,https://polygon.technology/,https://github.com/maticnetwork/contracts
44,VeChain,0.03,0.87,-0.20,-8.06,2372375132.553296,https://s2.coinmarketcap.com/static/img/coins/64x64/3077.png,VET,"VeChain (VET) is a cryptocurrency . VeChain has a current supply of 85,985,041,177. The last known price of VeChain is 0.02741222 USD and is down -0.48 over the last 24 hours. It is currently trading on 341 active market(s) with $40,730,326.59 traded over the last 24 hours. More information can be found at https://www.vechain.org/.",2017-08-22,https://www.vechain.org/,https://github.com/vechain
45,Render,4.57,0.72,1.40,-10.15,2366883709.819603,https://s2.coinmarketcap.com/static/img/coins/64x64/5690.png,RENDER,"Render (RENDER) is a cryptocurrency launched in 2019and operates on the Ethereum platform. Render has a current supply of 532,476,763.33628262 with 517,716,590.05628262 in circulation. The last known price of Render is 4.54594841 USD and is up 1.25 over the last 24 hours. It is currently trading on 560 active market(s) with $70,517,389.56 traded over the last 24 hours. More information can be found at https://rendernetwork.com/.",2020-06-11,https://rendernetwork.com/,N/A
46,Ethena,0.37,1.51,2.88,-5.25,2148083103.488979,https://s2.coinmarketcap.com/static/img/coins/64x64/30171.png,ENA,"Ethena (ENA) is a cryptocurrency and operates on the Ethereum platform. Ethena has a current supply of 15,000,000,000 with 5,820,312,500 in circulation. The last known price of Ethena is 0.36606544 USD and is up 2.69 over the last 24 hours. It is currently trading on 282 active market(s) with $293,297,721.72 traded over the last 24 hours. More information can be found at https://www.ethena.fi/.",2024-03-29,https://www.ethena.fi/,https://github.com/ethena-labs
47,World Liberty Financial USD,1.00,0.09,-0.08,-0.20,2127195484.9060774,https://s2.coinmarketcap.com/static/img/coins/64x64/36148.png,USD1,"World Liberty Financial USD (USD1) is a cryptocurrency and operates on the Ethereum platform. World Liberty Financial USD has a current supply of 2,128,080,720. The last known price of World Liberty Financial USD is 0.99958116 USD and is down -0.06 over the last 24 hours. It is currently trading on 22 active market(s) with $99,194,659.80 traded over the last 24 hours. More information can be found at https://www.worldlibertyfinancial.com/.",2025-04-13,https://www.worldlibertyfinancial.com/,https://github.com/worldliberty/usd1-smart-contracts
49,Algorand,0.22,0.69,0.29,-6.49,1882245841.2628198,https://s2.coinmarketcap.com/static/img/coins/64x64/4030.png,ALGO,"Algorand (ALGO) is a cryptocurrency launched in 2019. Algorand has a current supply of 10,000,000,000 with 8,601,012,145.903816 in circulation. The last known price of Algorand is 0.21759698 USD and is down -0.06 over the last 24 hours. It is currently trading on 501 active market(s) with $51,307,225.26 traded over the last 24 hours. More information can be found at http://algorand.foundation.",2019-06-20,http://algorand.foundation,https://github.com/algorand
48,Arbitrum,0.39,0.83,1.55,-8.35,1884334689.279067,https://s2.coinmarketcap.com/static/img/coins/64x64/11841.png,ARB,"Arbitrum (ARB) is a cryptocurrency launched in 2023and operates on the Arbitrum platform. Arbitrum has a current supply of 10,000,000,000 with 4,861,797,072 in circulation. The last known price of Arbitrum is 0.38488635 USD and is up 1.01 over the last 24 hours. It is currently trading on 1145 active market(s) with $202,402,371.29 traded over the last 24 hours. More information can be found at https://arbitrum.foundation.",2023-03-23,https://arbitrum.foundation,N/A
50,Filecoin,2.81,0.92,-0.43,-7.62,1875373000.1910188,https://s2.coinmarketcap.com/static/img/coins/64x64/2280.png,FIL,"Filecoin (FIL) is a cryptocurrency launched in 2020. Users are able to generate FIL through the process of mining. Filecoin has a current supply of 1,959,486,822 with 667,661,900 in circulation. The last known price of Filecoin is 2.79567014 USD and is down -0.59 over the last 24 hours. It is currently trading on 600 active market(s) with $106,104,634.48 traded over the last 24 hours. More information can be found at https://filecoin.io/.",2017-12-13,https://filecoin.io/,https://github.com/filecoin-project/
