#,Name,Current Price (USD),1h%,24h%,7d%,Market Cap (USD),Logo,Symbol,Description,Creation Date,Website,Source Code
11,Sui,3.14,-0.49,-10.35,-14.21,"10,470,397,923.65",https://s2.coinmarketcap.com/static/img/coins/64x64/20947.png,SUI,"Sui (SUI) is a cryptocurrency . Sui has a current supply of 10,000,000,000 with 3,338,327,017.9116654 in circulation. The last known price of Sui is 3.13370367 USD and is down -10.36 over the last 24 hours. It is currently trading on 671 active market(s) with $1,313,768,718.07 traded over the last 24 hours. More information can be found at https://sui.io/#.",2022-07-12,https://sui.io/#,https://github.com/MystenLabs
12,Hyperliquid,31.26,1.02,-5.65,-11.59,"10,438,572,950.14",https://s2.coinmarketcap.com/static/img/coins/64x64/32196.png,HYPE,"Hyperliquid (HYPE) is a cryptocurrency and operates on the Hyperliquid platform. Hyperliquid has a current supply of 999,993,930 with 333,928,180 in circulation. The last known price of Hyperliquid is 31.24343732 USD and is down -6.33 over the last 24 hours. It is currently trading on 93 active market(s) with $358,040,031.69 traded over the last 24 hours. More information can be found at https://hyperliquid.xyz/.",2024-07-15,https://hyperliquid.xyz/,N/A
13,Chainlink,13.66,-1.27,-6.07,-13.79,"8,978,234,594.74",https://s2.coinmarketcap.com/static/img/coins/64x64/1975.png,LINK,"Chainlink (LINK) is a cryptocurrency and operates on the Ethereum platform. Chainlink has a current supply of 1,000,000,000 with 657,099,970.45278671 in circulation. The last known price of Chainlink is 13.66999281 USD and is down -6.18 over the last 24 hours. It is currently trading on 2020 active market(s) with $569,579,118.21 traded over the last 24 hours. More information can be found at https://chain.link/.",2017-09-20,https://chain.link/,https://github.com/smartcontractkit/chainlink
14,Avalanche,20.13,-0.79,-7.50,-13.71,"8,485,442,253.44",https://s2.coinmarketcap.com/static/img/coins/64x64/5805.png,AVAX,"Avalanche (AVAX) is a cryptocurrency launched in 2020. Avalanche has a current supply of 456,498,885.62589014 with 421,496,185.62589014 in circulation. The last known price of Avalanche is 20.14520213 USD and is down -7.67 over the last 24 hours. It is currently trading on 919 active market(s) with $519,150,215.21 traded over the last 24 hours. More information can be found at https://avax.network/.",2020-07-13,https://avax.network/,https://github.com/ava-labs/avalanchego
15,Stellar,0.26,-0.73,-5.12,-10.63,"8,101,899,301.09",https://s2.coinmarketcap.com/static/img/coins/64x64/512.png,XLM,"Stellar (XLM) is a cryptocurrency . Stellar has a current supply of 50,001,786,892.81785 with 31,146,240,617.50275 in circulation. The last known price of Stellar is 0.26059723 USD and is down -4.90 over the last 24 hours. It is currently trading on 712 active market(s) with $245,995,163.03 traded over the last 24 hours. More information can be found at https://www.stellar.org.",2014-08-05,https://www.stellar.org,https://github.com/stellar/stellar-core
16,UNUS SED LEO,8.75,0.12,-5.16,-0.64,"8,081,364,391.32",https://s2.coinmarketcap.com/static/img/coins/64x64/3957.png,LEO,"UNUS SED LEO (LEO) is a cryptocurrency and operates on the Ethereum platform. UNUS SED LEO has a current supply of 985,239,504 with 923,332,221.9 in circulation. The last known price of UNUS SED LEO is 8.74929606 USD and is down -5.18 over the last 24 hours. It is currently trading on 61 active market(s) with $3,637,353.48 traded over the last 24 hours. More information can be found at https://www.bitfinex.com/.",2019-05-21,https://www.bitfinex.com/,N/A
17,Bitcoin Cash,404.33,-0.20,-1.28,-6.12,"8,036,878,256.08",https://s2.coinmarketcap.com/static/img/coins/64x64/1831.png,BCH,"Bitcoin Cash (BCH) is a cryptocurrency . Users are able to generate BCH through the process of mining. Bitcoin Cash has a current supply of 19,877,175. The last known price of Bitcoin Cash is 404.20920858 USD and is down -1.04 over the last 24 hours. It is currently trading on 1023 active market(s) with $314,877,382.01 traded over the last 24 hours. More information can be found at http://bch.info.",2017-07-23,http://bch.info,https://gitlab.com/bitcoin-cash-node/
18,Toncoin,3.05,-0.63,-8.24,1.04,"7,516,958,498.77",https://s2.coinmarketcap.com/static/img/coins/64x64/11419.png,TON,"Toncoin (TON) is a cryptocurrency . Toncoin has a current supply of 5,131,306,524.97384474 with 2,465,367,545.99821228 in circulation. The last known price of Toncoin is 3.05164508 USD and is down -8.07 over the last 24 hours. It is currently trading on 744 active market(s) with $302,279,539.19 traded over the last 24 hours. More information can be found at https://ton.org/.",2021-08-26,https://ton.org/,https://github.com/ton-blockchain
19,Shiba Inu,0.00,-0.95,-7.58,-14.85,"7,279,171,643.82",https://s2.coinmarketcap.com/static/img/coins/64x64/5994.png,SHIB,"Shiba Inu (SHIB) is a cryptocurrency launched in 2020and operates on the Ethereum platform. Shiba Inu has a current supply of 589,504,168,190,509.27670757 with 589,249,738,948,632.78015197 in circulation. The last known price of Shiba Inu is 0.00001237 USD and is down -7.55 over the last 24 hours. It is currently trading on 967 active market(s) with $294,692,834.33 traded over the last 24 hours. More information can be found at https://shibatoken.com/.",2020-08-01,https://shibatoken.com/,https://github.com/shytoshikusama/
20,Hedera,0.16,-1.09,-8.52,-15.67,"6,831,098,562.25",https://s2.coinmarketcap.com/static/img/coins/64x64/4642.png,HBAR,"Hedera (HBAR) is a cryptocurrency launched in 2017. Hedera has a current supply of 50,000,000,000 with 42,239,760,469.29155662 in circulation. The last known price of Hedera is 0.16167695 USD and is down -8.69 over the last 24 hours. It is currently trading on 344 active market(s) with $219,832,843.38 traded over the last 24 hours. More information can be found at https://www.hedera.com/.",2019-09-17,https://www.hedera.com/,https://github.com/hashgraph
21,Litecoin,85.14,-0.46,-6.02,-12.60,"6,463,012,879.15",https://s2.coinmarketcap.com/static/img/coins/64x64/2.png,LTC,"Litecoin (LTC) is a cryptocurrency . Users are able to generate LTC through the process of mining. Litecoin has a current supply of 84,000,000 with 75,914,139.48347135 in circulation. The last known price of Litecoin is 85.13080932 USD and is down -5.84 over the last 24 hours. It is currently trading on 1373 active market(s) with $583,247,746.63 traded over the last 24 hours. More information can be found at https://litecoin.org/.",2013-04-28,https://litecoin.org/,https://github.com/litecoin-project/litecoin
22,Polkadot,3.98,-0.68,-5.44,-13.91,"6,294,188,436.61",https://s2.coinmarketcap.com/static/img/coins/64x64/6636.png,DOT,"Polkadot (DOT) is a cryptocurrency . Polkadot has a current supply of 1,582,709,313.1595054. The last known price of Polkadot is 3.9789094 USD and is down -5.67 over the last 24 hours. It is currently trading on 914 active market(s) with $266,883,402.21 traded over the last 24 hours. More information can be found at https://polkadot.com.",2020-08-19,https://polkadot.com,https://github.com/paritytech/polkadot-sdk
23,Monero,328.44,-0.02,-1.91,-18.63,"6,058,637,361.12",https://s2.coinmarketcap.com/static/img/coins/64x64/328.png,XMR,"Monero (XMR) is a cryptocurrency . Users are able to generate XMR through the process of mining. Monero has a current supply of 18,446,744.07370955. The last known price of Monero is 328.51650009 USD and is down -2.20 over the last 24 hours. It is currently trading on 320 active market(s) with $83,357,205.69 traded over the last 24 hours. More information can be found at https://www.getmonero.org/.",2014-05-21,https://www.getmonero.org/,https://github.com/monero-project/monero
24,Bitget Token,4.68,-0.16,-5.40,-15.43,"5,479,006,114.32",https://s2.coinmarketcap.com/static/img/coins/64x64/11092.png,BGB,"Bitget Token (BGB) is a cryptocurrency and operates on the Ethereum platform. Bitget Token has a current supply of 1,169,993,089.2. The last known price of Bitget Token is 4.68164642 USD and is down -5.49 over the last 24 hours. It is currently trading on 31 active market(s) with $227,149,487.74 traded over the last 24 hours. More information can be found at https://www.bitget.com/.",2021-07-29,https://www.bitget.com/,N/A
25,Ethena USDe,1.00,-0.01,0.06,-0.03,"5,376,677,811.12",https://s2.coinmarketcap.com/static/img/coins/64x64/29470.png,USDe,"Ethena USDe (USDe) is a cryptocurrency and operates on the Ethereum platform. Ethena USDe has a current supply of 5,374,943,324.22694368. The last known price of Ethena USDe is 1.00034495 USD and is up 0.06 over the last 24 hours. It is currently trading on 153 active market(s) with $158,253,200.04 traded over the last 24 hours. More information can be found at https://www.ethena.fi/.",2024-02-20,https://www.ethena.fi/,https://github.com/ethena-labs
26,Dai,1.00,0.00,-0.00,-0.00,"5,364,475,673.24",https://s2.coinmarketcap.com/static/img/coins/64x64/4943.png,DAI,"Dai (DAI) is a cryptocurrency and operates on the Ethereum platform. Dai has a current supply of 5,365,382,702.664872. The last known price of Dai is 0.99984364 USD and is up 0.00 over the last 24 hours. It is currently trading on 3521 active market(s) with $17,562,880,802.26 traded over the last 24 hours. More information can be found at https://makerdao.com/.",2019-11-22,https://makerdao.com/,N/A
27,Pepe,0.00,-1.24,-13.78,-20.42,"4,711,520,166.38",https://s2.coinmarketcap.com/static/img/coins/64x64/24478.png,PEPE,"Pepe (PEPE) is a cryptocurrency launched in 2023and operates on the Ethereum platform. Pepe has a current supply of 420,689,899,653,543.53949133. The last known price of Pepe is 0.0000112 USD and is down -14.08 over the last 24 hours. It is currently trading on 575 active market(s) with $1,561,932,009.02 traded over the last 24 hours. More information can be found at https://www.pepe.vip/.",2023-04-17,https://www.pepe.vip/,N/A
28,Pi,0.62,-0.13,-9.34,-20.57,"4,497,197,005.92",https://s2.coinmarketcap.com/static/img/coins/64x64/35697.png,PI,"Pi (PI) is a cryptocurrency launched in 2019. Pi has a current supply of 100,000,000,000 with 7,272,731,080.012567 in circulation. The last known price of Pi is 0.6170663 USD and is down -9.38 over the last 24 hours. It is currently trading on 57 active market(s) with $174,940,753.82 traded over the last 24 hours. More information can be found at https://minepi.com.",2025-02-11,https://minepi.com,https://github.com/orgs/pi-apps/
29,Aave,249.40,-0.53,-0.28,-6.12,"3,778,906,743.48",https://s2.coinmarketcap.com/static/img/coins/64x64/7278.png,AAVE,"Aave (AAVE) is a cryptocurrency and operates on the Ethereum platform. Aave has a current supply of 16,000,000 with 15,151,765.33983782 in circulation. The last known price of Aave is 249.31201772 USD and is down -0.50 over the last 24 hours. It is currently trading on 1088 active market(s) with $463,800,699.41 traded over the last 24 hours. More information can be found at https://aave.com/.",2020-10-02,https://aave.com/,https://github.com/aave
30,Uniswap,5.98,-0.99,-9.43,-3.82,"3,760,295,757.65",https://s2.coinmarketcap.com/static/img/coins/64x64/7083.png,UNI,"Uniswap (UNI) is a cryptocurrency launched in 2020and operates on the Ethereum platform. Uniswap has a current supply of 1,000,000,000 with 628,688,836.71 in circulation. The last known price of Uniswap is 5.99152559 USD and is down -9.18 over the last 24 hours. It is currently trading on 1240 active market(s) with $431,785,228.30 traded over the last 24 hours. More information can be found at https://uniswap.org/blog/uni/.",2020-09-17,https://uniswap.org/blog/uni/,N/A
31,Bittensor,399.69,-0.50,-2.10,-8.58,"3,500,282,850.03",https://s2.coinmarketcap.com/static/img/coins/64x64/22974.png,TAO,"Bittensor (TAO) is a cryptocurrency launched in 2021. Bittensor has a current supply of 8,757,487. The last known price of Bittensor is 399.48396243 USD and is down -2.46 over the last 24 hours. It is currently trading on 155 active market(s) with $232,528,480.71 traded over the last 24 hours. More information can be found at https://bittensor.com.",2023-03-06,https://bittensor.com,https://github.com/opentensor/BitTensor
32,OKB,50.28,-0.09,-1.76,-3.70,"3,016,824,155.25",https://s2.coinmarketcap.com/static/img/coins/64x64/3897.png,OKB,"OKB (OKB) is a cryptocurrency and operates on the Ethereum platform. OKB has a current supply of 300,000,000 with 60,000,000 in circulation. The last known price of OKB is 50.29406771 USD and is down -1.79 over the last 24 hours. It is currently trading on 141 active market(s) with $6,841,072.97 traded over the last 24 hours. More information can be found at https://www.okx.com/.",2019-04-30,https://www.okx.com/,N/A
33,Aptos,4.61,-1.22,-9.52,-14.90,"2,907,462,223.85",https://s2.coinmarketcap.com/static/img/coins/64x64/21794.png,APT,"Aptos (APT) is a cryptocurrency launched in 2022. Aptos has a current supply of 1,149,700,587.4735262 with 630,303,860.5619876 in circulation. The last known price of Aptos is 4.61937842 USD and is down -9.18 over the last 24 hours. It is currently trading on 512 active market(s) with $211,426,636.30 traded over the last 24 hours. More information can be found at https://aptosfoundation.org.",2022-10-19,https://aptosfoundation.org,https://github.com/aptos-labs
34,NEAR Protocol,2.37,-1.18,-9.76,-16.53,"2,896,795,330.48",https://s2.coinmarketcap.com/static/img/coins/64x64/6535.png,NEAR,"NEAR Protocol (NEAR) is a cryptocurrency launched in 2020. NEAR Protocol has a current supply of 1,252,917,099 with 1,219,743,312 in circulation. The last known price of NEAR Protocol is 2.37718281 USD and is down -10.02 over the last 24 hours. It is currently trading on 520 active market(s) with $260,179,751.84 traded over the last 24 hours. More information can be found at https://near.org/.",2020-08-11,https://near.org/,https://github.com/near
35,Cronos,0.10,-0.48,5.97,6.09,"2,736,859,714.61",https://s2.coinmarketcap.com/static/img/coins/64x64/3635.png,CRO,"Cronos (CRO) is a cryptocurrency . Cronos has a current supply of 97,543,210,869 with 26,571,560,696 in circulation. The last known price of Cronos is 0.10299784 USD and is up 6.23 over the last 24 hours. It is currently trading on 288 active market(s) with $112,481,832.82 traded over the last 24 hours. More information can be found at https://cronos.org/.",2018-12-14,https://cronos.org/,https://github.com/crypto-org-chain/
36,Ondo,0.81,-0.65,-7.41,-16.26,"2,546,381,482.33",https://s2.coinmarketcap.com/static/img/coins/64x64/21159.png,ONDO,"Ondo (ONDO) is a cryptocurrency launched in 2021and operates on the Ethereum platform. Ondo has a current supply of 10,000,000,000 with 3,159,107,529 in circulation. The last known price of Ondo is 0.80598803 USD and is down -7.48 over the last 24 hours. It is currently trading on 313 active market(s) with $186,144,096.08 traded over the last 24 hours. More information can be found at https://ondo.foundation/.",2024-01-18,https://ondo.foundation/,https://github.com/ondoprotocol
37,Ethereum Classic,16.73,-0.65,-5.23,-10.84,"2,544,853,970.69",https://s2.coinmarketcap.com/static/img/coins/64x64/1321.png,ETC,"Ethereum Classic (ETC) is a cryptocurrency launched in 2015. Users are able to generate ETC through the process of mining. Ethereum Classic has a current supply of 210,700,000 with 152,129,402.59210518 in circulation. The last known price of Ethereum Classic is 16.73952458 USD and is down -5.20 over the last 24 hours. It is currently trading on 630 active market(s) with $106,480,963.44 traded over the last 24 hours. More information can be found at https://ethereumclassic.org/.",2016-07-24,https://ethereumclassic.org/,https://github.com/ethereumclassic/ethereumclassic.github.io
38,Internet Computer,4.71,-0.63,-7.41,-11.07,"2,514,168,943.55",https://s2.coinmarketcap.com/static/img/coins/64x64/8916.png,ICP,"Internet Computer (ICP) is a cryptocurrency launched in 2021. Internet Computer has a current supply of 533,664,176.55892328. The last known price of Internet Computer is 4.71846852 USD and is down -7.50 over the last 24 hours. It is currently trading on 336 active market(s) with $92,161,945.12 traded over the last 24 hours. More information can be found at https://internetcomputer.org/.",2021-03-23,https://internetcomputer.org/,https://github.com/dfinity/ic
39,GateToken,19.22,-0.03,-3.64,-10.26,"2,361,846,697.02",https://s2.coinmarketcap.com/static/img/coins/64x64/4269.png,GT,"GateToken (GT) is a cryptocurrency launched in 2019and operates on the Ethereum platform. GateToken has a current supply of 133,600,000 with 122,910,588 in circulation. The last known price of GateToken is 19.22415052 USD and is down -3.61 over the last 24 hours. It is currently trading on 36 active market(s) with $13,766,266.33 traded over the last 24 hours. More information can be found at https://gatechain.io/.",2019-08-20,https://gatechain.io/,https://github.com/gatechain
40,Mantle,0.67,-0.63,-1.85,-9.42,"2,252,349,621.67",https://s2.coinmarketcap.com/static/img/coins/64x64/27075.png,MNT,"Mantle (MNT) is a cryptocurrency launched in 2021and operates on the Ethereum platform. Mantle has a current supply of 6,219,316,794.99 with 3,364,694,382.8368406 in circulation. The last known price of Mantle is 0.66941595 USD and is down -1.85 over the last 24 hours. It is currently trading on 140 active market(s) with $214,870,620.78 traded over the last 24 hours. More information can be found at https://group.mantle.xyz/.",2023-07-17,https://group.mantle.xyz/,https://github.com/mantlenetworkio
41,Kaspa,0.08,-0.49,-10.18,-24.16,"2,195,100,725.87",https://s2.coinmarketcap.com/static/img/coins/64x64/20396.png,KAS,"Kaspa (KAS) is a cryptocurrency launched in 2021. Users are able to generate KAS through the process of mining. Kaspa has a current supply of 26,248,671,909.25022. The last known price of Kaspa is 0.08400358 USD and is down -9.98 over the last 24 hours. It is currently trading on 186 active market(s) with $110,115,386.01 traded over the last 24 hours. More information can be found at https://www.kaspa.org.",2022-06-01,https://www.kaspa.org,https://github.com/kaspanet/rusty-kaspa
42,World Liberty Financial USD,1.00,-0.03,-0.05,-0.02,"2,176,313,810.69",https://s2.coinmarketcap.com/static/img/coins/64x64/36148.png,USD1,"World Liberty Financial USD (USD1) is a cryptocurrency and operates on the Ethereum platform. World Liberty Financial USD has a current supply of 2,176,592,011. The last known price of World Liberty Financial USD is 0.99974212 USD and is down -0.05 over the last 24 hours. It is currently trading on 140 active market(s) with $365,470,946.73 traded over the last 24 hours. More information can be found at https://www.worldlibertyfinancial.com/.",2025-04-13,https://www.worldlibertyfinancial.com/,https://github.com/worldliberty/usd1-smart-contracts
43,POL (prev. MATIC),0.21,-0.53,-6.06,-13.18,"2,160,171,026.30",https://s2.coinmarketcap.com/static/img/coins/64x64/28321.png,POL,"POL (prev. MATIC) (POL) is a cryptocurrency and operates on the Ethereum platform. POL (prev. MATIC) has a current supply of 10,433,733,272.16659493. The last known price of POL (prev. MATIC) is 0.20724686 USD and is down -6.35 over the last 24 hours. It is currently trading on 537 active market(s) with $123,005,372.14 traded over the last 24 hours. More information can be found at https://polygon.technology/.",2023-10-30,https://polygon.technology/,https://github.com/maticnetwork/contracts
44,OFFICIAL TRUMP,10.73,-0.46,-7.17,-17.27,"2,146,230,526.88",https://s2.coinmarketcap.com/static/img/coins/64x64/35336.png,TRUMP,"OFFICIAL TRUMP (TRUMP) is a cryptocurrency and operates on the Solana platform. OFFICIAL TRUMP has a current supply of 999,999,400.361998 with 199,999,376.197992 in circulation. The last known price of OFFICIAL TRUMP is 10.71325929 USD and is down -7.26 over the last 24 hours. It is currently trading on 589 active market(s) with $658,131,248.57 traded over the last 24 hours. More information can be found at https://gettrumpmemes.com/.",2025-01-18,https://gettrumpmemes.com/,N/A
45,VeChain,0.02,-0.62,-6.47,-16.86,"2,021,356,884.88",https://s2.coinmarketcap.com/static/img/coins/64x64/3077.png,VET,"VeChain (VET) is a cryptocurrency . VeChain has a current supply of 85,985,041,177. The last known price of VeChain is 0.02352745 USD and is down -6.71 over the last 24 hours. It is currently trading on 345 active market(s) with $57,577,948.37 traded over the last 24 hours. More information can be found at https://www.vechain.org/.",2017-08-22,https://www.vechain.org/,https://github.com/vechain
46,Render,3.74,-0.75,-9.26,-22.17,"1,938,164,587.06",https://s2.coinmarketcap.com/static/img/coins/64x64/5690.png,RENDER,"Render (RENDER) is a cryptocurrency launched in 2019and operates on the Ethereum platform. Render has a current supply of 532,654,000.33628262 with 517,893,827.05628262 in circulation. The last known price of Render is 3.74926341 USD and is down -9.31 over the last 24 hours. It is currently trading on 564 active market(s) with $113,316,516.19 traded over the last 24 hours. More information can be found at https://rendernetwork.com/.",2020-06-11,https://rendernetwork.com/,N/A
47,Worldcoin,1.13,-0.72,-6.94,-23.67,"1,751,651,312.69",https://s2.coinmarketcap.com/static/img/coins/64x64/13502.png,WLD,"Worldcoin (WLD) is a cryptocurrency launched in 2023and operates on the Ethereum platform. Worldcoin has a current supply of 10,000,000,000 with 1,551,541,257.6372302 in circulation. The last known price of Worldcoin is 1.12916127 USD and is down -7.12 over the last 24 hours. It is currently trading on 430 active market(s) with $309,098,517.18 traded over the last 24 hours. More information can be found at https://worldcoin.org/.",2021-10-28,https://worldcoin.org/,https://github.com/worldcoin
48,Ethena,0.30,-0.88,-14.59,-20.62,"1,744,486,065.10",https://s2.coinmarketcap.com/static/img/coins/64x64/30171.png,ENA,"Ethena (ENA) is a cryptocurrency and operates on the Ethereum platform. Ethena has a current supply of 15,000,000,000 with 5,820,312,500 in circulation. The last known price of Ethena is 0.29987945 USD and is down -14.91 over the last 24 hours. It is currently trading on 286 active market(s) with $306,034,899.62 traded over the last 24 hours. More information can be found at https://www.ethena.fi/.",2024-03-29,https://www.ethena.fi/,https://github.com/ethena-labs
49,Artificial Superintelligence Alliance,0.72,-1.23,-12.33,-17.53,"1,721,594,708.88",https://s2.coinmarketcap.com/static/img/coins/64x64/3773.png,FET,"Artificial Superintelligence Alliance (FET) is a cryptocurrency launched in 2018. Artificial Superintelligence Alliance has a current supply of 2,714,493,896.672 with 2,395,026,208.39334828 in circulation. The last known price of Artificial Superintelligence Alliance is 0.71861488 USD and is down -12.51 over the last 24 hours. It is currently trading on 470 active market(s) with $176,786,465.63 traded over the last 24 hours. More information can be found at https://superintelligence.io/.",2019-03-02,https://superintelligence.io/,https://github.com/fetchai
50,Filecoin,2.50,-0.62,-6.17,-12.98,"1,685,079,683.50",https://s2.coinmarketcap.com/static/img/coins/64x64/2280.png,FIL,"Filecoin (FIL) is a cryptocurrency launched in 2020. Users are able to generate FIL through the process of mining. Filecoin has a current supply of 1,959,476,264 with 673,493,526 in circulation. The last known price of Filecoin is 2.50470892 USD and is down -6.28 over the last 24 hours. It is currently trading on 605 active market(s) with $198,515,903.91 traded over the last 24 hours. More information can be found at https://filecoin.io/.",2017-12-13,https://filecoin.io/,https://github.com/filecoin-project/
