#,Name,Current Price (USD),1h%,24h%,7d%,Market Cap (USD),Logo,Symbol,Description,Creation Date,Website,Source Code
15,Stellar,0.27,0.31,0.54,-7.19,"8,272,938,502.73",https://s2.coinmarketcap.com/static/img/coins/64x64/512.png,XLM,"Stellar (XLM) is a cryptocurrency . Stellar has a current supply of 50,001,786,892.81785 with 31,146,215,713.401794 in circulation. The last known price of Stellar is 0.26556648 USD and is up 0.73 over the last 24 hours. It is currently trading on 712 active market(s) with $132,102,864.91 traded over the last 24 hours. More information can be found at https://www.stellar.org.",2014-08-05,https://www.stellar.org,https://github.com/stellar/stellar-core
16,Bitcoin Cash,400.22,-0.41,-0.45,-4.09,"7,955,601,653.57",https://s2.coinmarketcap.com/static/img/coins/64x64/1831.png,BCH,"Bitcoin Cash (BCH) is a cryptocurrency . Users are able to generate BCH through the process of mining. Bitcoin Cash has a current supply of 19,878,118.75. The last known price of Bitcoin Cash is 400.20341716 USD and is down -0.21 over the last 24 hours. It is currently trading on 1023 active market(s) with $210,216,915.95 traded over the last 24 hours. More information can be found at http://bch.info.",2017-07-23,http://bch.info,https://gitlab.com/bitcoin-cash-node/
17,Toncoin,3.15,0.64,0.89,6.52,"7,758,954,066.19",https://s2.coinmarketcap.com/static/img/coins/64x64/11419.png,TON,"Toncoin (TON) is a cryptocurrency . Toncoin has a current supply of 5,131,485,571.45067445 with 2,465,543,792.73082285 in circulation. The last known price of Toncoin is 3.13562165 USD and is up 0.54 over the last 24 hours. It is currently trading on 745 active market(s) with $143,593,485.41 traded over the last 24 hours. More information can be found at https://ton.org/.",2021-08-26,https://ton.org/,https://github.com/ton-blockchain
18,UNUS SED LEO,8.34,0.08,-3.80,-6.12,"7,703,699,857.36",https://s2.coinmarketcap.com/static/img/coins/64x64/3957.png,LEO,"UNUS SED LEO (LEO) is a cryptocurrency and operates on the Ethereum platform. UNUS SED LEO has a current supply of 985,239,504 with 923,322,041.9 in circulation. The last known price of UNUS SED LEO is 8.35010696 USD and is down -3.72 over the last 24 hours. It is currently trading on 61 active market(s) with $3,464,302.24 traded over the last 24 hours. More information can be found at https://www.bitfinex.com/.",2019-05-21,https://www.bitfinex.com/,N/A
19,Shiba Inu,0.00,-0.52,-0.35,-11.10,"7,540,134,724.55",https://s2.coinmarketcap.com/static/img/coins/64x64/5994.png,SHIB,"Shiba Inu (SHIB) is a cryptocurrency launched in 2020and operates on the Ethereum platform. Shiba Inu has a current supply of 589,504,168,190,509.27670757 with 589,249,738,948,632.78015197 in circulation. The last known price of Shiba Inu is 0.0000128 USD and is down -0.35 over the last 24 hours. It is currently trading on 968 active market(s) with $151,476,447.47 traded over the last 24 hours. More information can be found at https://shibatoken.com/.",2020-08-01,https://shibatoken.com/,https://github.com/shytoshikusama/
20,Hedera,0.17,0.11,1.01,-10.83,"7,116,408,283.36",https://s2.coinmarketcap.com/static/img/coins/64x64/4642.png,HBAR,"Hedera (HBAR) is a cryptocurrency launched in 2017. Hedera has a current supply of 50,000,000,000 with 42,239,760,469.35298412 in circulation. The last known price of Hedera is 0.1683995 USD and is up 1.38 over the last 24 hours. It is currently trading on 344 active market(s) with $117,386,649.86 traded over the last 24 hours. More information can be found at https://www.hedera.com/.",2019-09-17,https://www.hedera.com/,https://github.com/hashgraph
21,Monero,362.88,1.22,11.45,-12.64,"6,693,939,257.33",https://s2.coinmarketcap.com/static/img/coins/64x64/328.png,XMR,"Monero (XMR) is a cryptocurrency . Users are able to generate XMR through the process of mining. Monero has a current supply of 18,446,744.07370955. The last known price of Monero is 363.02080837 USD and is up 11.39 over the last 24 hours. It is currently trading on 320 active market(s) with $98,367,625.89 traded over the last 24 hours. More information can be found at https://www.getmonero.org/.",2014-05-21,https://www.getmonero.org/,https://github.com/monero-project/monero
22,Litecoin,87.85,-0.60,0.18,-9.26,"6,669,581,214.11",https://s2.coinmarketcap.com/static/img/coins/64x64/2.png,LTC,"Litecoin (LTC) is a cryptocurrency . Users are able to generate LTC through the process of mining. Litecoin has a current supply of 84,000,000 with 75,921,614.48347135 in circulation. The last known price of Litecoin is 87.84387785 USD and is up 0.37 over the last 24 hours. It is currently trading on 1374 active market(s) with $345,420,995.04 traded over the last 24 hours. More information can be found at https://litecoin.org/.",2013-04-28,https://litecoin.org/,https://github.com/litecoin-project/litecoin
23,Polkadot,4.02,0.41,-0.33,-10.47,"6,369,829,167.78",https://s2.coinmarketcap.com/static/img/coins/64x64/6636.png,DOT,"Polkadot (DOT) is a cryptocurrency . Polkadot has a current supply of 1,583,253,518.59708913. The last known price of Polkadot is 4.02325281 USD and is down -0.33 over the last 24 hours. It is currently trading on 914 active market(s) with $153,094,779.26 traded over the last 24 hours. More information can be found at https://polkadot.com.",2020-08-19,https://polkadot.com,https://github.com/paritytech/polkadot-sdk
24,Ethena USDe,1.00,-0.01,-0.02,0.04,"5,514,564,780.14",https://s2.coinmarketcap.com/static/img/coins/64x64/29470.png,USDe,"Ethena USDe (USDe) is a cryptocurrency and operates on the Ethereum platform. Ethena USDe has a current supply of 5,509,170,409.89403818. The last known price of Ethena USDe is 1.0010615 USD and is up 0.00 over the last 24 hours. It is currently trading on 153 active market(s) with $93,512,328.77 traded over the last 24 hours. More information can be found at https://www.ethena.fi/.",2024-02-20,https://www.ethena.fi/,https://github.com/ethena-labs
25,Bitget Token,4.71,-0.04,0.62,-12.07,"5,513,466,393.35",https://s2.coinmarketcap.com/static/img/coins/64x64/11092.png,BGB,"Bitget Token (BGB) is a cryptocurrency and operates on the Ethereum platform. Bitget Token has a current supply of 1,169,993,089.2. The last known price of Bitget Token is 4.71518954 USD and is up 0.84 over the last 24 hours. It is currently trading on 31 active market(s) with $54,696,471.11 traded over the last 24 hours. More information can be found at https://www.bitget.com/.",2021-07-29,https://www.bitget.com/,N/A
26,Dai,1.00,0.01,0.02,0.03,"5,365,282,977.88",https://s2.coinmarketcap.com/static/img/coins/64x64/4943.png,DAI,"Dai (DAI) is a cryptocurrency and operates on the Ethereum platform. Dai has a current supply of 5,365,382,702.664872. The last known price of Dai is 0.99995266 USD and is up 0.01 over the last 24 hours. It is currently trading on 3521 active market(s) with $17,819,492,746.56 traded over the last 24 hours. More information can be found at https://makerdao.com/.",2019-11-22,https://makerdao.com/,N/A
27,Pepe,0.00,0.05,-0.46,-16.28,"4,869,192,266.54",https://s2.coinmarketcap.com/static/img/coins/64x64/24478.png,PEPE,"Pepe (PEPE) is a cryptocurrency launched in 2023and operates on the Ethereum platform. Pepe has a current supply of 420,689,899,653,543.53949133. The last known price of Pepe is 0.00001158 USD and is down -0.43 over the last 24 hours. It is currently trading on 577 active market(s) with $774,828,027.60 traded over the last 24 hours. More information can be found at https://www.pepe.vip/.",2023-04-17,https://www.pepe.vip/,N/A
28,Pi,0.64,-0.01,-0.41,-16.88,"4,649,885,218.64",https://s2.coinmarketcap.com/static/img/coins/64x64/35697.png,PI,"Pi (PI) is a cryptocurrency launched in 2019. Pi has a current supply of 100,000,000,000 with 7,272,731,080.012567 in circulation. The last known price of Pi is 0.63967917 USD and is down -0.43 over the last 24 hours. It is currently trading on 57 active market(s) with $88,466,526.37 traded over the last 24 hours. More information can be found at https://minepi.com.",2025-02-11,https://minepi.com,https://github.com/orgs/pi-apps/
29,Uniswap,6.25,0.89,1.18,-3.90,"3,927,500,754.24",https://s2.coinmarketcap.com/static/img/coins/64x64/7083.png,UNI,"Uniswap (UNI) is a cryptocurrency launched in 2020and operates on the Ethereum platform. Uniswap has a current supply of 1,000,000,000 with 628,688,836.71 in circulation. The last known price of Uniswap is 6.22662892 USD and is up 1.32 over the last 24 hours. It is currently trading on 1240 active market(s) with $250,074,571.08 traded over the last 24 hours. More information can be found at https://uniswap.org/blog/uni/.",2020-09-17,https://uniswap.org/blog/uni/,N/A
30,Aave,247.66,1.72,1.67,-4.87,"3,752,566,797.32",https://s2.coinmarketcap.com/static/img/coins/64x64/7278.png,AAVE,"Aave (AAVE) is a cryptocurrency and operates on the Ethereum platform. Aave has a current supply of 16,000,000 with 15,152,202.85751523 in circulation. The last known price of Aave is 247.54868411 USD and is up 1.64 over the last 24 hours. It is currently trading on 1088 active market(s) with $331,548,975.15 traded over the last 24 hours. More information can be found at https://aave.com/.",2020-10-02,https://aave.com/,https://github.com/aave
31,Bittensor,408.03,0.30,-2.85,-7.75,"3,573,291,256.89",https://s2.coinmarketcap.com/static/img/coins/64x64/22974.png,TAO,"Bittensor (TAO) is a cryptocurrency launched in 2021. Bittensor has a current supply of 8,757,487. The last known price of Bittensor is 408.17007128 USD and is down -2.69 over the last 24 hours. It is currently trading on 155 active market(s) with $103,660,851.33 traded over the last 24 hours. More information can be found at https://bittensor.com.",2023-03-06,https://bittensor.com,https://github.com/opentensor/BitTensor
32,Cronos,0.10,-0.31,1.49,6.84,"3,101,959,260.10",https://s2.coinmarketcap.com/static/img/coins/64x64/3635.png,CRO,"Cronos (CRO) is a cryptocurrency . Cronos has a current supply of 97,543,210,869 with 29,867,089,489.34773 in circulation. The last known price of Cronos is 0.10385887 USD and is up 1.50 over the last 24 hours. It is currently trading on 289 active market(s) with $32,984,074.41 traded over the last 24 hours. More information can be found at https://cronos.org/.",2018-12-14,https://cronos.org/,https://github.com/crypto-org-chain/
33,Aptos,4.72,0.27,0.12,-12.11,"2,979,381,894.08",https://s2.coinmarketcap.com/static/img/coins/64x64/21794.png,APT,"Aptos (APT) is a cryptocurrency launched in 2022. Aptos has a current supply of 1,150,089,536.5688653 with 630,692,809.6584208 in circulation. The last known price of Aptos is 4.71271449 USD and is up 0.39 over the last 24 hours. It is currently trading on 512 active market(s) with $100,468,875.72 traded over the last 24 hours. More information can be found at https://aptosfoundation.org.",2022-10-19,https://aptosfoundation.org,https://github.com/aptos-labs
34,OKB,49.51,-0.05,-0.90,-5.40,"2,970,839,871.23",https://s2.coinmarketcap.com/static/img/coins/64x64/3897.png,OKB,"OKB (OKB) is a cryptocurrency and operates on the Ethereum platform. OKB has a current supply of 300,000,000 with 60,000,000 in circulation. The last known price of OKB is 49.5206406 USD and is down -0.89 over the last 24 hours. It is currently trading on 141 active market(s) with $5,662,687.09 traded over the last 24 hours. More information can be found at https://www.okx.com/.",2019-04-30,https://www.okx.com/,N/A
35,NEAR Protocol,2.41,0.43,-0.04,-13.43,"2,943,656,441.14",https://s2.coinmarketcap.com/static/img/coins/64x64/6535.png,NEAR,"NEAR Protocol (NEAR) is a cryptocurrency launched in 2020. NEAR Protocol has a current supply of 1,253,278,003 with 1,220,240,063 in circulation. The last known price of NEAR Protocol is 2.41269766 USD and is down -0.01 over the last 24 hours. It is currently trading on 520 active market(s) with $142,972,971.82 traded over the last 24 hours. More information can be found at https://near.org/.",2020-08-11,https://near.org/,https://github.com/near
36,Ondo,0.83,-0.15,0.34,-12.05,"2,613,719,164.87",https://s2.coinmarketcap.com/static/img/coins/64x64/21159.png,ONDO,"Ondo (ONDO) is a cryptocurrency launched in 2021and operates on the Ethereum platform. Ondo has a current supply of 10,000,000,000 with 3,159,107,529 in circulation. The last known price of Ondo is 0.82735999 USD and is up 0.34 over the last 24 hours. It is currently trading on 314 active market(s) with $82,576,282.68 traded over the last 24 hours. More information can be found at https://ondo.foundation/.",2024-01-18,https://ondo.foundation/,https://github.com/ondoprotocol
37,Internet Computer,4.89,0.21,-0.30,-7.55,"2,612,049,143.12",https://s2.coinmarketcap.com/static/img/coins/64x64/8916.png,ICP,"Internet Computer (ICP) is a cryptocurrency launched in 2021. Internet Computer has a current supply of 533,769,330.37034784. The last known price of Internet Computer is 4.89407095 USD and is down -0.28 over the last 24 hours. It is currently trading on 336 active market(s) with $50,442,313.34 traded over the last 24 hours. More information can be found at https://internetcomputer.org/.",2021-03-23,https://internetcomputer.org/,https://github.com/dfinity/ic
38,Ethereum Classic,16.96,0.35,0.68,-7.77,"2,581,022,310.28",https://s2.coinmarketcap.com/static/img/coins/64x64/1321.png,ETC,"Ethereum Classic (ETC) is a cryptocurrency launched in 2015. Users are able to generate ETC through the process of mining. Ethereum Classic has a current supply of 210,700,000 with 152,157,079.29220748 in circulation. The last known price of Ethereum Classic is 16.9336485 USD and is up 0.71 over the last 24 hours. It is currently trading on 630 active market(s) with $66,343,613.75 traded over the last 24 hours. More information can be found at https://ethereumclassic.org/.",2016-07-24,https://ethereumclassic.org/,https://github.com/ethereumclassic/ethereumclassic.github.io
39,GateToken,19.21,-0.02,0.02,-9.12,"2,360,649,532.10",https://s2.coinmarketcap.com/static/img/coins/64x64/4269.png,GT,"GateToken (GT) is a cryptocurrency launched in 2019and operates on the Ethereum platform. GateToken has a current supply of 133,600,000 with 122,910,588 in circulation. The last known price of GateToken is 19.20690611 USD and is up 0.07 over the last 24 hours. It is currently trading on 36 active market(s) with $7,779,302.21 traded over the last 24 hours. More information can be found at https://gatechain.io/.",2019-08-20,https://gatechain.io/,https://github.com/gatechain
40,Mantle,0.68,-0.12,0.57,-7.35,"2,287,720,453.95",https://s2.coinmarketcap.com/static/img/coins/64x64/27075.png,MNT,"Mantle (MNT) is a cryptocurrency launched in 2021and operates on the Ethereum platform. Mantle has a current supply of 6,219,316,794.99 with 3,364,694,382.8368406 in circulation. The last known price of Mantle is 0.68016018 USD and is up 0.60 over the last 24 hours. It is currently trading on 141 active market(s) with $119,210,723.89 traded over the last 24 hours. More information can be found at https://group.mantle.xyz/.",2023-07-17,https://group.mantle.xyz/,https://github.com/mantlenetworkio
41,Kaspa,0.09,0.94,0.95,-17.87,"2,251,448,280.53",https://s2.coinmarketcap.com/static/img/coins/64x64/20396.png,KAS,"Kaspa (KAS) is a cryptocurrency launched in 2021. Users are able to generate KAS through the process of mining. Kaspa has a current supply of 26,258,239,328.782772. The last known price of Kaspa is 0.08541074 USD and is up 1.20 over the last 24 hours. It is currently trading on 186 active market(s) with $59,387,744.77 traded over the last 24 hours. More information can be found at https://www.kaspa.org.",2022-06-01,https://www.kaspa.org,https://github.com/kaspanet/rusty-kaspa
42,POL (prev. MATIC),0.21,0.06,0.85,-8.76,"2,237,174,385.17",https://s2.coinmarketcap.com/static/img/coins/64x64/28321.png,POL,"POL (prev. MATIC) (POL) is a cryptocurrency and operates on the Ethereum platform. POL (prev. MATIC) has a current supply of 10,433,733,272.16659493. The last known price of POL (prev. MATIC) is 0.21392475 USD and is up 0.85 over the last 24 hours. It is currently trading on 537 active market(s) with $84,685,006.39 traded over the last 24 hours. More information can be found at https://polygon.technology/.",2023-10-30,https://polygon.technology/,https://github.com/maticnetwork/contracts
43,OFFICIAL TRUMP,11.11,-0.09,-1.53,-12.02,"2,221,840,163.72",https://s2.coinmarketcap.com/static/img/coins/64x64/35336.png,TRUMP,"OFFICIAL TRUMP (TRUMP) is a cryptocurrency and operates on the Solana platform. OFFICIAL TRUMP has a current supply of 999,999,398.804116 with 199,999,374.64011 in circulation. The last known price of OFFICIAL TRUMP is 11.08999058 USD and is down -1.41 over the last 24 hours. It is currently trading on 589 active market(s) with $223,787,623.75 traded over the last 24 hours. More information can be found at https://gettrumpmemes.com/.",2025-01-18,https://gettrumpmemes.com/,N/A
44,World Liberty Financial USD,1.00,0.00,0.02,-0.06,"2,170,993,383.33",https://s2.coinmarketcap.com/static/img/coins/64x64/36148.png,USD1,"World Liberty Financial USD (USD1) is a cryptocurrency and operates on the Ethereum platform. World Liberty Financial USD has a current supply of 2,171,592,011. The last known price of World Liberty Financial USD is 0.99972434 USD and is up 0.02 over the last 24 hours. It is currently trading on 149 active market(s) with $286,291,337.46 traded over the last 24 hours. More information can be found at https://www.worldlibertyfinancial.com/.",2025-04-13,https://www.worldlibertyfinancial.com/,https://github.com/worldliberty/usd1-smart-contracts
45,VeChain,0.02,-0.01,0.47,-12.72,"2,071,222,610.05",https://s2.coinmarketcap.com/static/img/coins/64x64/3077.png,VET,"VeChain (VET) is a cryptocurrency . VeChain has a current supply of 85,985,041,177. The last known price of VeChain is 0.02408817 USD and is up 0.47 over the last 24 hours. It is currently trading on 345 active market(s) with $32,362,919.70 traded over the last 24 hours. More information can be found at https://www.vechain.org/.",2017-08-22,https://www.vechain.org/,https://github.com/vechain
46,Render,3.83,-0.19,-0.99,-20.88,"1,981,196,779.82",https://s2.coinmarketcap.com/static/img/coins/64x64/5690.png,RENDER,"Render (RENDER) is a cryptocurrency launched in 2019and operates on the Ethereum platform. Render has a current supply of 532,654,000.33628262 with 517,893,827.05628262 in circulation. The last known price of Render is 3.81488908 USD and is down -0.70 over the last 24 hours. It is currently trading on 565 active market(s) with $54,604,872.07 traded over the last 24 hours. More information can be found at https://rendernetwork.com/.",2020-06-11,https://rendernetwork.com/,N/A
47,Ethena,0.31,0.82,0.42,-18.42,"1,801,647,074.01",https://s2.coinmarketcap.com/static/img/coins/64x64/30171.png,ENA,"Ethena (ENA) is a cryptocurrency and operates on the Ethereum platform. Ethena has a current supply of 15,000,000,000 with 5,820,312,500 in circulation. The last known price of Ethena is 0.30788609 USD and is up 0.47 over the last 24 hours. It is currently trading on 286 active market(s) with $128,246,129.98 traded over the last 24 hours. More information can be found at https://www.ethena.fi/.",2024-03-29,https://www.ethena.fi/,https://github.com/ethena-labs
48,Artificial Superintelligence Alliance,0.74,0.29,-0.99,-19.41,"1,770,349,860.28",https://s2.coinmarketcap.com/static/img/coins/64x64/3773.png,FET,"Artificial Superintelligence Alliance (FET) is a cryptocurrency launched in 2018. Artificial Superintelligence Alliance has a current supply of 2,714,493,896.672 with 2,395,156,143.32435536 in circulation. The last known price of Artificial Superintelligence Alliance is 0.73913756 USD and is down -0.99 over the last 24 hours. It is currently trading on 471 active market(s) with $114,002,820.95 traded over the last 24 hours. More information can be found at https://superintelligence.io/.",2019-03-02,https://superintelligence.io/,https://github.com/fetchai
49,Worldcoin,1.13,0.41,0.12,-16.93,"1,757,032,045.88",https://s2.coinmarketcap.com/static/img/coins/64x64/13502.png,WLD,"Worldcoin (WLD) is a cryptocurrency launched in 2023and operates on the Ethereum platform. Worldcoin has a current supply of 10,000,000,000 with 1,555,410,374.1739864 in circulation. The last known price of Worldcoin is 1.12998765 USD and is up 0.18 over the last 24 hours. It is currently trading on 430 active market(s) with $138,618,191.67 traded over the last 24 hours. More information can be found at https://worldcoin.org/.",2021-10-28,https://worldcoin.org/,https://github.com/worldcoin
50,Filecoin,2.54,0.18,-0.08,-9.50,"1,713,137,797.44",https://s2.coinmarketcap.com/static/img/coins/64x64/2280.png,FIL,"Filecoin (FIL) is a cryptocurrency launched in 2020. Users are able to generate FIL through the process of mining. Filecoin has a current supply of 1,959,474,368 with 673,928,289 in circulation. The last known price of Filecoin is 2.53701636 USD and is up 0.11 over the last 24 hours. It is currently trading on 605 active market(s) with $82,894,829.54 traded over the last 24 hours. More information can be found at https://filecoin.io/.",2017-12-13,https://filecoin.io/,https://github.com/filecoin-project/
